gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0149	PSC.0174	PSC.0177	PSC.0186	PSC.0187	PSC.0188	PSC.0190	PSC.0202	PSC.0203	PSC.0209	PSC.0219	PSC.0228	PSC.0230	PSC.0231	V2	uniprotID	geneID	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	transcript_ID
g2184.t1	1311.219504	-2.266214398	0.342658209	-6.613629377	3.75E-11	1.46E-09	887	879	517	592	2688	1286	2046	778	486	556	304	3192	704	1484	sp	Q9UGM3	DMBT1_HUMAN	40.807	223	83	5	169	720	1528	1740	1.42E-33	139	Phel_contig_2588
g2184.t1	1311.219504	-2.266214398	0.342658209	-6.613629377	3.75E-11	1.46E-09	887	879	517	592	2688	1286	2046	778	486	556	304	3192	704	1484	sp	Q9UGM3	DMBT1_HUMAN	40.179	224	87	6	160	720	1396	1609	2.68E-33	138	Phel_contig_11488
g2184.t1	1311.219504	-2.266214398	0.342658209	-6.613629377	3.75E-11	1.46E-09	887	879	517	592	2688	1286	2046	778	486	556	304	3192	704	1484	sp	Q9UGM3	DMBT1_HUMAN	40.179	224	87	6	160	720	1396	1609	2.68E-33	138	Phel_contig_1748
g2184.t1	1311.219504	-2.266214398	0.342658209	-6.613629377	3.75E-11	1.46E-09	887	879	517	592	2688	1286	2046	778	486	556	304	3192	704	1484	sp	Q9UGM3	DMBT1_HUMAN	40.179	224	87	6	160	720	1396	1609	2.68E-33	138	Phel_contig_2588
g2184.t1	1311.219504	-2.266214398	0.342658209	-6.613629377	3.75E-11	1.46E-09	887	879	517	592	2688	1286	2046	778	486	556	304	3192	704	1484	sp	Q9UGM3	DMBT1_HUMAN	59.406	101	38	1	427	720	102	202	7.08E-29	124	Phel_contig_11488
g2184.t1	1311.219504	-2.266214398	0.342658209	-6.613629377	3.75E-11	1.46E-09	887	879	517	592	2688	1286	2046	778	486	556	304	3192	704	1484	sp	Q9UGM3	DMBT1_HUMAN	59.406	101	38	1	427	720	102	202	7.08E-29	124	Phel_contig_1748
g2184.t1	1311.219504	-2.266214398	0.342658209	-6.613629377	3.75E-11	1.46E-09	887	879	517	592	2688	1286	2046	778	486	556	304	3192	704	1484	sp	Q9UGM3	DMBT1_HUMAN	59.406	101	38	1	427	720	102	202	7.08E-29	124	Phel_contig_2588
g2184.t1	1311.219504	-2.266214398	0.342658209	-6.613629377	3.75E-11	1.46E-09	887	879	517	592	2688	1286	2046	778	486	556	304	3192	704	1484	sp	Q9UGM3	DMBT1_HUMAN	61.29	93	33	1	460	729	1897	1989	8.71E-26	115	Phel_contig_11488
g2184.t1	1311.219504	-2.266214398	0.342658209	-6.613629377	3.75E-11	1.46E-09	887	879	517	592	2688	1286	2046	778	486	556	304	3192	704	1484	sp	Q9UGM3	DMBT1_HUMAN	61.29	93	33	1	460	729	1897	1989	8.71E-26	115	Phel_contig_1748
g2184.t1	1311.219504	-2.266214398	0.342658209	-6.613629377	3.75E-11	1.46E-09	887	879	517	592	2688	1286	2046	778	486	556	304	3192	704	1484	sp	Q9UGM3	DMBT1_HUMAN	61.29	93	33	1	460	729	1897	1989	8.71E-26	115	Phel_contig_2588
g2186.t1	55.03666152	1.181042498	0.342539694	3.447899668	0.000564964	0.002918338	27	18	79	132	57	35	18	102	80	29	87	41	182	12	sp	Q9UGM3	DMBT1_HUMAN	41.765	340	173	7	94	1050	366	701	5.40E-65	230	Phel_contig_11488
g2186.t1	55.03666152	1.181042498	0.342539694	3.447899668	0.000564964	0.002918338	27	18	79	132	57	35	18	102	80	29	87	41	182	12	sp	Q9UGM3	DMBT1_HUMAN	41.765	340	173	7	94	1050	366	701	5.40E-65	230	Phel_contig_1748
g2186.t1	55.03666152	1.181042498	0.342539694	3.447899668	0.000564964	0.002918338	27	18	79	132	57	35	18	102	80	29	87	41	182	12	sp	Q9UGM3	DMBT1_HUMAN	41.765	340	173	7	94	1050	366	701	5.40E-65	230	Phel_contig_2588
g2186.t1	55.03666152	1.181042498	0.342539694	3.447899668	0.000564964	0.002918338	27	18	79	132	57	35	18	102	80	29	87	41	182	12	sp	Q9UGM3	DMBT1_HUMAN	39.167	360	175	8	94	1050	237	593	1.05E-61	221	Phel_contig_11488
g2186.t1	55.03666152	1.181042498	0.342539694	3.447899668	0.000564964	0.002918338	27	18	79	132	57	35	18	102	80	29	87	41	182	12	sp	Q9UGM3	DMBT1_HUMAN	39.167	360	175	8	94	1050	237	593	1.05E-61	221	Phel_contig_1748
g2186.t1	55.03666152	1.181042498	0.342539694	3.447899668	0.000564964	0.002918338	27	18	79	132	57	35	18	102	80	29	87	41	182	12	sp	Q9UGM3	DMBT1_HUMAN	39.167	360	175	8	94	1050	237	593	1.05E-61	221	Phel_contig_2588
g2186.t1	55.03666152	1.181042498	0.342539694	3.447899668	0.000564964	0.002918338	27	18	79	132	57	35	18	102	80	29	87	41	182	12	sp	Q9UGM3	DMBT1_HUMAN	38.674	362	179	7	88	1050	733	1092	2.95E-61	219	Phel_contig_11488
g2186.t1	55.03666152	1.181042498	0.342539694	3.447899668	0.000564964	0.002918338	27	18	79	132	57	35	18	102	80	29	87	41	182	12	sp	Q9UGM3	DMBT1_HUMAN	38.674	362	179	7	88	1050	733	1092	2.95E-61	219	Phel_contig_1748
g2186.t1	55.03666152	1.181042498	0.342539694	3.447899668	0.000564964	0.002918338	27	18	79	132	57	35	18	102	80	29	87	41	182	12	sp	Q9UGM3	DMBT1_HUMAN	38.674	362	179	7	88	1050	733	1092	2.95E-61	219	Phel_contig_2588
g2186.t1	55.03666152	1.181042498	0.342539694	3.447899668	0.000564964	0.002918338	27	18	79	132	57	35	18	102	80	29	87	41	182	12	sp	Q9UGM3	DMBT1_HUMAN	38.567	363	179	6	88	1050	102	462	3.43E-61	219	Phel_contig_11488
g2186.t1	55.03666152	1.181042498	0.342539694	3.447899668	0.000564964	0.002918338	27	18	79	132	57	35	18	102	80	29	87	41	182	12	sp	Q9UGM3	DMBT1_HUMAN	38.567	363	179	6	88	1050	102	462	3.43E-61	219	Phel_contig_1748
g2186.t1	55.03666152	1.181042498	0.342539694	3.447899668	0.000564964	0.002918338	27	18	79	132	57	35	18	102	80	29	87	41	182	12	sp	Q9UGM3	DMBT1_HUMAN	38.567	363	179	6	88	1050	102	462	3.43E-61	219	Phel_contig_2588
g2186.t1	55.03666152	1.181042498	0.342539694	3.447899668	0.000564964	0.002918338	27	18	79	132	57	35	18	102	80	29	87	41	182	12	sp	Q9UGM3	DMBT1_HUMAN	39.612	361	172	8	94	1050	865	1221	4.00E-61	219	Phel_contig_11488
g2186.t1	55.03666152	1.181042498	0.342539694	3.447899668	0.000564964	0.002918338	27	18	79	132	57	35	18	102	80	29	87	41	182	12	sp	Q9UGM3	DMBT1_HUMAN	39.612	361	172	8	94	1050	865	1221	4.00E-61	219	Phel_contig_1748
g2186.t1	55.03666152	1.181042498	0.342539694	3.447899668	0.000564964	0.002918338	27	18	79	132	57	35	18	102	80	29	87	41	182	12	sp	Q9UGM3	DMBT1_HUMAN	39.612	361	172	8	94	1050	865	1221	4.00E-61	219	Phel_contig_2588
g2186.t1	55.03666152	1.181042498	0.342539694	3.447899668	0.000564964	0.002918338	27	18	79	132	57	35	18	102	80	29	87	41	182	12	sp	Q9UGM3	DMBT1_HUMAN	39.665	358	174	8	94	1050	1125	1479	4.52E-61	219	Phel_contig_11488
g2186.t1	55.03666152	1.181042498	0.342539694	3.447899668	0.000564964	0.002918338	27	18	79	132	57	35	18	102	80	29	87	41	182	12	sp	Q9UGM3	DMBT1_HUMAN	39.665	358	174	8	94	1050	1125	1479	4.52E-61	219	Phel_contig_1748
g2186.t1	55.03666152	1.181042498	0.342539694	3.447899668	0.000564964	0.002918338	27	18	79	132	57	35	18	102	80	29	87	41	182	12	sp	Q9UGM3	DMBT1_HUMAN	39.665	358	174	8	94	1050	1125	1479	4.52E-61	219	Phel_contig_2588
g2186.t1	55.03666152	1.181042498	0.342539694	3.447899668	0.000564964	0.002918338	27	18	79	132	57	35	18	102	80	29	87	41	182	12	sp	Q9UGM3	DMBT1_HUMAN	39.665	358	174	8	94	1050	1254	1608	6.20E-61	218	Phel_contig_11488
g2186.t1	55.03666152	1.181042498	0.342539694	3.447899668	0.000564964	0.002918338	27	18	79	132	57	35	18	102	80	29	87	41	182	12	sp	Q9UGM3	DMBT1_HUMAN	39.665	358	174	8	94	1050	1254	1608	6.20E-61	218	Phel_contig_1748
g2186.t1	55.03666152	1.181042498	0.342539694	3.447899668	0.000564964	0.002918338	27	18	79	132	57	35	18	102	80	29	87	41	182	12	sp	Q9UGM3	DMBT1_HUMAN	39.665	358	174	8	94	1050	1254	1608	6.20E-61	218	Phel_contig_2588
g2186.t1	55.03666152	1.181042498	0.342539694	3.447899668	0.000564964	0.002918338	27	18	79	132	57	35	18	102	80	29	87	41	182	12	sp	Q9UGM3	DMBT1_HUMAN	39.665	358	174	8	94	1050	996	1350	1.59E-60	217	Phel_contig_11488
g2186.t1	55.03666152	1.181042498	0.342539694	3.447899668	0.000564964	0.002918338	27	18	79	132	57	35	18	102	80	29	87	41	182	12	sp	Q9UGM3	DMBT1_HUMAN	39.665	358	174	8	94	1050	996	1350	1.59E-60	217	Phel_contig_1748
g2186.t1	55.03666152	1.181042498	0.342539694	3.447899668	0.000564964	0.002918338	27	18	79	132	57	35	18	102	80	29	87	41	182	12	sp	Q9UGM3	DMBT1_HUMAN	39.665	358	174	8	94	1050	996	1350	1.59E-60	217	Phel_contig_2588
g2186.t1	55.03666152	1.181042498	0.342539694	3.447899668	0.000564964	0.002918338	27	18	79	132	57	35	18	102	80	29	87	41	182	12	sp	Q9UGM3	DMBT1_HUMAN	40	345	172	7	94	1050	497	832	1.98E-60	217	Phel_contig_11488
g2186.t1	55.03666152	1.181042498	0.342539694	3.447899668	0.000564964	0.002918338	27	18	79	132	57	35	18	102	80	29	87	41	182	12	sp	Q9UGM3	DMBT1_HUMAN	40	345	172	7	94	1050	497	832	1.98E-60	217	Phel_contig_1748
g2186.t1	55.03666152	1.181042498	0.342539694	3.447899668	0.000564964	0.002918338	27	18	79	132	57	35	18	102	80	29	87	41	182	12	sp	Q9UGM3	DMBT1_HUMAN	40	345	172	7	94	1050	497	832	1.98E-60	217	Phel_contig_2588
g2186.t1	55.03666152	1.181042498	0.342539694	3.447899668	0.000564964	0.002918338	27	18	79	132	57	35	18	102	80	29	87	41	182	12	sp	Q9UGM3	DMBT1_HUMAN	38.211	369	184	8	94	1077	1383	1748	6.02E-60	215	Phel_contig_11488
g2186.t1	55.03666152	1.181042498	0.342539694	3.447899668	0.000564964	0.002918338	27	18	79	132	57	35	18	102	80	29	87	41	182	12	sp	Q9UGM3	DMBT1_HUMAN	38.211	369	184	8	94	1077	1383	1748	6.02E-60	215	Phel_contig_1748
g2186.t1	55.03666152	1.181042498	0.342539694	3.447899668	0.000564964	0.002918338	27	18	79	132	57	35	18	102	80	29	87	41	182	12	sp	Q9UGM3	DMBT1_HUMAN	38.211	369	184	8	94	1077	1383	1748	6.02E-60	215	Phel_contig_2588
g21896.t1	1587.615437	-0.801629708	0.28275477	-2.835070501	0.004581557	0.016901975	1895	1811	1903	1055	1388	1412	1654	1380	1032	1958	1035	1938	1452	1292	sp	P97379	G3BP2_MOUSE	68.889	135	40	1	115	513	7	141	3.82E-57	201	Phel_contig_1687
g21896.t1	1587.615437	-0.801629708	0.28275477	-2.835070501	0.004581557	0.016901975	1895	1811	1903	1055	1388	1412	1654	1380	1032	1958	1035	1938	1452	1292	sp	P97379	G3BP2_MOUSE	58.889	90	34	1	1156	1425	326	412	1.76E-23	107	Phel_contig_1687
g22070.t1	30.49547938	1.072077524	0.303299671	3.534713778	0.000408217	0.00222843	19	17	39	68	37	24	6	54	45	41	45	12	74	7	sp	Q96DM1	PGBD4_HUMAN	26.782	463	291	14	553	1866	142	581	1.87E-38	153	Phel_contig_20850
g22070.t1	30.49547938	1.072077524	0.303299671	3.534713778	0.000408217	0.00222843	19	17	39	68	37	24	6	54	45	41	45	12	74	7	sp	Q96DM1	PGBD4_HUMAN	26.782	463	291	14	553	1866	142	581	1.87E-38	153	Phel_contig_24842
g22101.t1	496.2107771	-1.353898758	0.392232034	-3.451780177	0.000556901	0.002881781	450	274	380	378	741	233	903	317	238	281	334	817	517	411	sp	P59723	HIF1N_DANRE	57.994	319	113	2	46	939	22	340	2.92E-133	385	Phel_contig_378
g22108.t1	2710.742894	-4.345623337	0.620049382	-7.008511687	2.41E-12	1.18E-10	316	459	442	135	8895	4743	1838	372	267	338	247	3844	373	10950	sp	Q8VD50	DDT4L_RAT	36.585	164	88	7	148	600	22	182	8.63E-22	91.7	Phel_contig_764
g22109.t1	395.1229503	0.753962954	0.221008087	3.411472245	0.000646131	0.003263495	434	223	377	672	229	307	115	833	464	463	671	291	928	186	sp	Q6N021	TET2_HUMAN	61.749	183	52	1	25	519	1259	1441	2.84E-67	247	Phel_contig_3474
g22109.t1	395.1229503	0.753962954	0.221008087	3.411472245	0.000646131	0.003263495	434	223	377	672	229	307	115	833	464	463	671	291	928	186	sp	Q6N021	TET2_HUMAN	39.614	207	113	4	1828	2442	1806	2002	3.24E-25	117	Phel_contig_3474
g22170.t1	18.67440812	1.418800741	0.400046399	3.546590459	0.000390251	0.002152161	7	8	36	46	18	14	1	26	15	19	36	12	70	5	sp	P25867	UBCD1_DROME	76.027	146	35	0	1	438	1	146	1.68E-70	211	Phel_contig_817
g22172.t2	586.5429505	-3.28795975	0.704259238	-4.668678198	3.03E-06	3.37E-05	58	2872	115	180	269	189	1303	127	118	98	124	422	196	208	sp	Q5RC04	RGF1B_PONAB	62.1	438	164	2	112	1422	29	465	0	585	Phel_contig_10096
g22189.t1	15357.65012	-4.876956853	0.565028174	-8.631351629	6.06E-18	8.22E-16	5224	5464	939	795	7741	13612	37612	1787	1249	1439	1254	37487	1199	46419	sp	Q95328	CP17A_HORSE	29.787	423	286	5	283	1524	25	445	7.77E-51	185	Phel_contig_598
g22204.t6	122.9709501	-2.279365012	0.344966472	-6.607497249	3.91E-11	1.52E-09	88	366	35	59	146	197	107	78	46	27	46	138	84	140	sp	Q90ZC7	KCMA1_XENLA	65.963	379	125	3	433	1560	713	1090	7.44E-156	481	Phel_contig_17294
g22211.t1	577.2141775	-2.079013756	0.554203939	-3.751351459	0.000175884	0.001115403	513	988	502	101	388	403	1334	243	150	514	130	566	172	482	sp	Q9NR30	DDX21_HUMAN	51.439	556	246	2	331	1992	181	714	3.98E-178	531	Phel_contig_16939
g22212.t1	1515.328739	-3.378935354	0.476839088	-7.086112361	1.38E-12	7.18E-11	1188	4018	387	209	1448	1261	3533	294	263	181	552	2081	404	795	sp	P14316	IRF2_HUMAN	57.5	120	49	1	100	459	2	119	4.92E-43	157	Phel_contig_10295
g22226.t1	508.8766103	-4.687263668	0.637179698	-7.356266505	1.89E-13	1.14E-11	69	116	36	32	246	483	829	48	41	32	67	1790	81	1931	sp	Q9QYP1	LRP4_RAT	33.04	681	428	9	16	1995	371	1044	3.99E-109	378	Phel_contig_25
g22226.t1	508.8766103	-4.687263668	0.637179698	-7.356266505	1.89E-13	1.14E-11	69	116	36	32	246	483	829	48	41	32	67	1790	81	1931	sp	Q9QYP1	LRP4_RAT	28	650	434	12	121	1995	709	1349	3.35E-78	285	Phel_contig_25
g22226.t1	508.8766103	-4.687263668	0.637179698	-7.356266505	1.89E-13	1.14E-11	69	116	36	32	246	483	829	48	41	32	67	1790	81	1931	sp	Q9QYP1	LRP4_RAT	29.107	560	364	11	340	1953	1091	1639	2.65E-71	264	Phel_contig_25
g22226.t1	508.8766103	-4.687263668	0.637179698	-7.356266505	1.89E-13	1.14E-11	69	116	36	32	246	483	829	48	41	32	67	1790	81	1931	sp	Q9QYP1	LRP4_RAT	30.872	298	195	5	121	999	1320	1611	3.52E-34	146	Phel_contig_25
g22279.t1	113.627408	3.246073105	0.397516058	8.165891771	3.19E-16	3.14E-14	17	15	138	394	19	17	28	151	206	158	272	16	545	7	sp	Q8TDX6	CGAT1_HUMAN	45.806	465	242	6	550	1923	59	520	1.43E-146	439	Phel_contig_19690
g22288.t1	643.1635187	-1.766214713	0.327966575	-5.385349744	7.23E-08	1.26E-06	987	1145	558	237	547	488	774	303	300	359	341	799	374	789	sp	Q8TCT9	HM13_HUMAN	61.475	366	117	4	73	1170	20	361	1.33E-161	462	Phel_contig_1955
g22327.t1	1313.88824	-1.339401641	0.407656946	-3.285609764	0.001017619	0.004789992	1865	1515	1348	499	419	1136	921	633	562	764	1151	2276	1532	2753	sp	Q5MB13	ABCG2_MACMU	52.269	639	247	8	133	1911	26	652	0	620	Phel_contig_4300
g22330.t1	12.61432813	-5.349397613	1.553584041	-3.443262463	0.000574741	0.002960626	0	0	2	0	11	34	0	2	1	0	0	6	0	93	sp	Q5MB13	ABCG2_MACMU	43.411	258	141	2	4	765	397	653	3.79E-60	204	Phel_contig_4300
g22339.t1	571.4614352	-2.75095674	0.750413506	-3.665921148	0.00024645	0.001474737	112	235	107	130	4613	497	43	195	202	125	158	1432	434	75	sp	P10079	FBP1_STRPU	47.917	384	187	2	46	1164	176	557	2.79E-101	351	Phel_contig_5796
g22339.t1	571.4614352	-2.75095674	0.750413506	-3.665921148	0.00024645	0.001474737	112	235	107	130	4613	497	43	195	202	125	158	1432	434	75	sp	P10079	FBP1_STRPU	47.917	384	187	2	46	1164	176	557	2.79E-101	351	Phel_contig_5797
g22339.t1	571.4614352	-2.75095674	0.750413506	-3.665921148	0.00024645	0.001474737	112	235	107	130	4613	497	43	195	202	125	158	1432	434	75	sp	P10079	FBP1_STRPU	46.096	397	201	2	4	1161	200	594	3.38E-96	337	Phel_contig_5796
g22339.t1	571.4614352	-2.75095674	0.750413506	-3.665921148	0.00024645	0.001474737	112	235	107	130	4613	497	43	195	202	125	158	1432	434	75	sp	P10079	FBP1_STRPU	46.096	397	201	2	4	1161	200	594	3.38E-96	337	Phel_contig_5797
g22339.t1	571.4614352	-2.75095674	0.750413506	-3.665921148	0.00024645	0.001474737	112	235	107	130	4613	497	43	195	202	125	158	1432	434	75	sp	P10079	FBP1_STRPU	44.361	399	209	3	1	1164	427	823	2.75E-94	331	Phel_contig_5796
g22339.t1	571.4614352	-2.75095674	0.750413506	-3.665921148	0.00024645	0.001474737	112	235	107	130	4613	497	43	195	202	125	158	1432	434	75	sp	P10079	FBP1_STRPU	44.361	399	209	3	1	1164	427	823	2.75E-94	331	Phel_contig_5797
g22339.t1	571.4614352	-2.75095674	0.750413506	-3.665921148	0.00024645	0.001474737	112	235	107	130	4613	497	43	195	202	125	158	1432	434	75	sp	P10079	FBP1_STRPU	40.732	437	208	3	1	1164	351	785	9.75E-94	330	Phel_contig_5796
g22339.t1	571.4614352	-2.75095674	0.750413506	-3.665921148	0.00024645	0.001474737	112	235	107	130	4613	497	43	195	202	125	158	1432	434	75	sp	P10079	FBP1_STRPU	40.732	437	208	3	1	1164	351	785	9.75E-94	330	Phel_contig_5797
g22339.t1	571.4614352	-2.75095674	0.750413506	-3.665921148	0.00024645	0.001474737	112	235	107	130	4613	497	43	195	202	125	158	1432	434	75	sp	P10079	FBP1_STRPU	38.197	466	269	4	1	1350	541	1003	5.72E-91	322	Phel_contig_5796
g22339.t1	571.4614352	-2.75095674	0.750413506	-3.665921148	0.00024645	0.001474737	112	235	107	130	4613	497	43	195	202	125	158	1432	434	75	sp	P10079	FBP1_STRPU	38.197	466	269	4	1	1350	541	1003	5.72E-91	322	Phel_contig_5797
g22339.t1	571.4614352	-2.75095674	0.750413506	-3.665921148	0.00024645	0.001474737	112	235	107	130	4613	497	43	195	202	125	158	1432	434	75	sp	P10079	FBP1_STRPU	42.166	434	204	2	4	1164	314	747	3.57E-90	320	Phel_contig_5796
g22339.t1	571.4614352	-2.75095674	0.750413506	-3.665921148	0.00024645	0.001474737	112	235	107	130	4613	497	43	195	202	125	158	1432	434	75	sp	P10079	FBP1_STRPU	42.166	434	204	2	4	1164	314	747	3.57E-90	320	Phel_contig_5797
g22339.t1	571.4614352	-2.75095674	0.750413506	-3.665921148	0.00024645	0.001474737	112	235	107	130	4613	497	43	195	202	125	158	1432	434	75	sp	P10079	FBP1_STRPU	41.855	399	219	2	1	1164	503	899	2.30E-87	311	Phel_contig_5796
g22339.t1	571.4614352	-2.75095674	0.750413506	-3.665921148	0.00024645	0.001474737	112	235	107	130	4613	497	43	195	202	125	158	1432	434	75	sp	P10079	FBP1_STRPU	41.855	399	219	2	1	1164	503	899	2.30E-87	311	Phel_contig_5797
g22339.t1	571.4614352	-2.75095674	0.750413506	-3.665921148	0.00024645	0.001474737	112	235	107	130	4613	497	43	195	202	125	158	1432	434	75	sp	P10079	FBP1_STRPU	41.604	399	220	2	1	1164	465	861	2.89E-87	311	Phel_contig_5796
g22339.t1	571.4614352	-2.75095674	0.750413506	-3.665921148	0.00024645	0.001474737	112	235	107	130	4613	497	43	195	202	125	158	1432	434	75	sp	P10079	FBP1_STRPU	41.604	399	220	2	1	1164	465	861	2.89E-87	311	Phel_contig_5797
g22342.t1	1495.833323	-2.375048357	0.361070263	-6.577801055	4.77E-11	1.82E-09	1790	1795	608	417	1051	1094	2748	660	515	714	470	2377	804	2464	sp	Q9DDT2	BCAP_CHICK	26.543	486	293	17	673	1989	183	651	2.47E-26	119	Phel_contig_3628
g22342.t2	1704.971668	-1.974017337	0.341289431	-5.783997863	7.29E-09	1.62E-07	1690	1828	882	885	1068	1692	2996	948	607	627	981	2682	1096	2560	sp	Q9DDT2	BCAP_CHICK	26.543	486	293	17	685	2001	183	651	2.49E-26	119	Phel_contig_3628
g22378.t1	945.6430417	-1.901171728	0.332033561	-5.725842065	1.03E-08	2.22E-07	1400	2036	774	280	903	934	951	398	324	465	577	1769	586	674	sp	Q68F72	S15A4_XENLA	36.154	520	271	9	181	1566	48	564	1.17E-85	279	Phel_contig_958
g22421.t1	474.0998733	-1.478902315	0.599498683	-2.466898355	0.013628904	0.041235189	115	120	136	319	113	539	708	398	264	467	197	628	409	1447	sp	P07687	HYEP_RAT	50.926	432	199	5	94	1359	25	453	1.24E-149	437	Phel_contig_1992
g22422.t1	571.9590057	-3.325586211	1.133859098	-2.932980135	0.003357254	0.013075788	4	5	438	52	256	2934	12	32	120	78	57	41	42	3057	sp	P07687	HYEP_RAT	51.869	428	193	3	94	1347	29	453	1.75E-150	439	Phel_contig_1992
g22482.t1	108.6958461	1.778327337	0.341696575	5.204404928	1.95E-07	3.03E-06	41	59	251	208	44	90	16	176	145	97	277	26	327	24	sp	Q6Y1H2	HACD2_HUMAN	58.108	222	93	0	52	717	31	252	1.08E-95	283	Phel_contig_19570
g22496.t1	1364.542085	-0.947755296	0.217548944	-4.356515261	1.32E-05	0.000120072	1374	1038	1544	986	2438	1528	1265	1200	958	972	954	1672	1411	1227	sp	P21522	ROA1_SCHAM	43.094	181	90	5	37	564	14	186	3.69E-37	139	Phel_contig_3559
g22532.t1	3388.628905	-1.135229464	0.269952537	-4.205292812	2.61E-05	0.000216309	3053	4443	2876	2002	3027	2617	4114	2886	2047	2274	3036	4887	3193	3752	sp	P41932	14331_CAEEL	71.02	245	64	2	28	762	6	243	5.44E-120	345	Phel_contig_2201
g22666.t4	862.7613903	-1.023352313	0.28001975	-3.654571915	0.000257611	0.001532567	1300	370	808	619	1103	1007	901	641	593	777	646	935	783	999	sp	P21522	ROA1_SCHAM	39.106	179	96	4	25	540	14	186	9.14E-31	122	Phel_contig_3559
g22669.t1	1274.148166	-1.00075754	0.22130418	-4.522090548	6.12E-06	6.17E-05	1783	1500	1342	1009	1125	1338	1149	777	959	1058	942	1690	1147	1215	sp	P21522	ROA1_SCHAM	39.306	173	97	4	76	582	15	183	1.30E-30	120	Phel_contig_3559
g22672.t1	159.7757983	-5.993568861	0.657153526	-9.120500194	7.48E-20	1.34E-17	8	89	8	5	268	294	209	4	6	1	10	498	9	480	sp	Q5RFR0	TTPAL_PONAB	39.442	251	150	2	49	795	48	298	2.79E-62	203	Phel_contig_4464
g22674.t1	140.0248088	2.626159333	0.521131485	5.039341144	4.67E-07	6.44E-06	34	79	192	277	9	42	16	210	249	121	529	51	587	4	sp	Q9ESG5	HS3S1_RAT	31.894	301	175	2	355	1257	40	310	4.31E-53	182	Phel_contig_3853
g22675.t1	209.1035333	2.205017424	0.444035254	4.965861171	6.84E-07	9.06E-06	129	95	412	601	45	69	37	421	223	151	649	56	567	11	sp	Q9ESG5	HS3S1_RAT	34.386	285	160	2	502	1356	53	310	1.10E-53	185	Phel_contig_3853
g22740.t1	2.257848414	3.425289497	1.193297903	2.870439552	0.004099016	0.015419138	0	1	1	5	0	0	0	9	4	7	9	1	0	0	sp	Q8BGC3	MOT12_MOUSE	28.022	364	237	10	133	1176	63	417	1.23E-29	123	Phel_contig_25452
g22843.t1	136.0602585	-1.413527757	0.360677818	-3.91908702	8.89E-05	0.000625495	79	82	77	78	128	234	109	87	70	162	75	303	79	248	sp	Q1LZI2	S35F3_MOUSE	37.94	369	206	6	136	1203	58	416	3.66E-65	220	Phel_contig_14670
g22909.t2	178.2747506	-2.380569297	0.381364297	-6.242244793	4.31E-10	1.31E-08	205	190	81	35	204	210	288	44	45	40	96	424	181	169	sp	O54748	STK3_RAT	63.478	460	100	5	13	1392	9	400	0	549	Phel_contig_7766
g22911.t1	374.6747289	2.3282677	0.28990151	8.031236882	9.65E-16	8.82E-14	59	59	709	805	155	191	60	817	638	1025	512	88	873	137	sp	Q9Z108	STAU1_MOUSE	36.614	508	255	16	775	2256	24	478	7.63E-72	246	Phel_contig_12713
g22911.t2	224.6219886	2.096409654	0.349405378	5.999935272	1.97E-09	5.14E-08	100	56	435	571	58	157	25	667	355	126	446	65	628	64	sp	Q9Z108	STAU1_MOUSE	36.614	508	255	16	784	2265	24	478	8.04E-72	246	Phel_contig_12713
g22926.t1	626.2010526	-1.321167276	0.241819101	-5.463452935	4.67E-08	8.60E-07	698	949	529	373	549	579	565	492	438	317	469	943	439	855	sp	Q6P268	PDCL3_DANRE	51.818	220	80	3	1	588	1	218	8.22E-62	196	Phel_contig_263
g22945.t1	145.0848161	1.661064396	0.274500235	6.051231225	1.44E-09	3.89E-08	78	70	207	269	75	107	17	289	217	383	211	52	336	34	sp	P13010	XRCC5_HUMAN	36.016	733	438	15	1	2142	12	732	2.49E-124	390	Phel_contig_8352
g2303.t1	14.36488471	-2.595617146	0.922091548	-2.814923476	0.004878885	0.01778874	2	3	11	0	35	20	1	4	8	3	3	4	5	81	sp	P23975	SC6A2_HUMAN	59.002	561	225	3	343	2025	62	617	0	612	Phel_contig_1368
g2303.t1	14.36488471	-2.595617146	0.922091548	-2.814923476	0.004878885	0.01778874	2	3	11	0	35	20	1	4	8	3	3	4	5	81	sp	P23975	SC6A2_HUMAN	59.002	561	225	3	343	2025	62	617	0	612	Phel_contig_6750
g23131.t1	1369.892451	-2.984604146	0.550954915	-5.417147688	6.06E-08	1.08E-06	410	4917	320	182	1198	814	2539	296	281	214	565	2271	949	837	sp	O15335	CHAD_HUMAN	27.362	307	186	5	94	930	38	335	1.34E-28	120	Phel_contig_12310
g23132.t1	1832.030249	0.973630962	0.362336063	2.687093724	0.007207673	0.024672311	815	1685	1880	3820	868	1575	811	2623	2834	2491	3846	290	3607	948	sp	O15335	CHAD_HUMAN	26.471	306	190	4	133	969	38	335	6.37E-27	116	Phel_contig_12310
g23161.t1	19.26599953	1.178225916	0.404435603	2.91325963	0.003576771	0.01377612	7	4	19	46	13	21	1	50	17	25	33	19	52	11	sp	P46023	GR101_LYMST	42.41	1087	535	25	232	3372	36	1071	0	714	Phel_contig_15446
